"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|FI","Actual Total Load [MW] - BZN|FI"
"19.04.2024 14:15 - 19.04.2024 14:30","9915","10401"
"19.04.2024 14:30 - 19.04.2024 14:45","9908","10275"
"19.04.2024 14:45 - 19.04.2024 15:00","9899","10198"
"19.04.2024 15:00 - 19.04.2024 15:15","9886","10213"
"19.04.2024 15:15 - 19.04.2024 15:30","9877","10337"
"19.04.2024 15:30 - 19.04.2024 15:45","9871","10276"
"19.04.2024 15:45 - 19.04.2024 16:00","9866","10314"
"19.04.2024 16:00 - 19.04.2024 16:15","9863","10282"
"19.04.2024 16:15 - 19.04.2024 16:30","9859","10268"
"19.04.2024 16:30 - 19.04.2024 16:45","9851","10237"
"19.04.2024 16:45 - 19.04.2024 17:00","9849","10217"
"19.04.2024 17:00 - 19.04.2024 17:15","9859","10243"
"19.04.2024 17:15 - 19.04.2024 17:30","9848","10207"
"19.04.2024 17:30 - 19.04.2024 17:45","9829","10186"
"19.04.2024 17:45 - 19.04.2024 18:00","9782","10139"
"19.04.2024 18:00 - 19.04.2024 18:15","9684","10102"
"19.04.2024 18:15 - 19.04.2024 18:30","9649","10090"
"19.04.2024 18:30 - 19.04.2024 18:45","9647","10048"
"19.04.2024 18:45 - 19.04.2024 19:00","9682","9937"
"19.04.2024 19:00 - 19.04.2024 19:15","9787","10060"
"19.04.2024 19:15 - 19.04.2024 19:30","9828","10191"
"19.04.2024 19:30 - 19.04.2024 19:45","9830","10170"
"19.04.2024 19:45 - 19.04.2024 20:00","9832","10120"
"19.04.2024 20:00 - 19.04.2024 20:15","9830","10189"
"19.04.2024 20:15 - 19.04.2024 20:30","9798","10146"
"19.04.2024 20:30 - 19.04.2024 20:45","9752","10003"
"19.04.2024 20:45 - 19.04.2024 21:00","9656","9811"
"19.04.2024 21:00 - 19.04.2024 21:15","9475","9802"
"19.04.2024 21:15 - 19.04.2024 21:30","9382","9703"
"19.04.2024 21:30 - 19.04.2024 21:45","9346","9667"
"19.04.2024 21:45 - 19.04.2024 22:00","9322","9577"
"19.04.2024 22:00 - 19.04.2024 22:15","9417","9571"
"19.04.2024 22:15 - 19.04.2024 22:30","9411","9516"
"19.04.2024 22:30 - 19.04.2024 22:45","9399","9402"
"19.04.2024 22:45 - 19.04.2024 23:00","9381","9373"
"19.04.2024 23:00 - 19.04.2024 23:15","9358","9340"
"19.04.2024 23:15 - 19.04.2024 23:30","9328","9337"
"19.04.2024 23:30 - 19.04.2024 23:45","9296","9356"
"19.04.2024 23:45 - 20.04.2024 00:00","9242","9331"
"20.04.2024 00:00 - 20.04.2024 00:15","9151","9322"
"20.04.2024 00:15 - 20.04.2024 00:30","9105","9284"
"20.04.2024 00:30 - 20.04.2024 00:45","9087","9313"
"20.04.2024 00:45 - 20.04.2024 01:00","9086","9273"
"20.04.2024 01:00 - 20.04.2024 01:15","9117","9305"
"20.04.2024 01:15 - 20.04.2024 01:30","9135","9289"
"20.04.2024 01:30 - 20.04.2024 01:45","9146","9334"
"20.04.2024 01:45 - 20.04.2024 02:00","9167","9352"
"20.04.2024 02:00 - 20.04.2024 02:15","9199","9312"
"20.04.2024 02:15 - 20.04.2024 02:30","9222","9320"
"20.04.2024 02:30 - 20.04.2024 02:45","9241","9326"
"20.04.2024 02:45 - 20.04.2024 03:00","9256","9278"
"20.04.2024 03:00 - 20.04.2024 03:15","9268","9377"
"20.04.2024 03:15 - 20.04.2024 03:30","9286","9481"
"20.04.2024 03:30 - 20.04.2024 03:45","9310","9464"
"20.04.2024 03:45 - 20.04.2024 04:00","9343","9503"
"20.04.2024 04:00 - 20.04.2024 04:15","9391","9418"
"20.04.2024 04:15 - 20.04.2024 04:30","9424","9557"
"20.04.2024 04:30 - 20.04.2024 04:45","9449","9646"
"20.04.2024 04:45 - 20.04.2024 05:00","9471","9701"
"20.04.2024 05:00 - 20.04.2024 05:15","9483","9640"
"20.04.2024 05:15 - 20.04.2024 05:30","9501","9759"
"20.04.2024 05:30 - 20.04.2024 05:45","9522","9851"
"20.04.2024 05:45 - 20.04.2024 06:00","9539","9928"
"20.04.2024 06:00 - 20.04.2024 06:15","9553","9903"
"20.04.2024 06:15 - 20.04.2024 06:30","9573","9919"
"20.04.2024 06:30 - 20.04.2024 06:45","9598","10040"
"20.04.2024 06:45 - 20.04.2024 07:00","9630","10070"
"20.04.2024 07:00 - 20.04.2024 07:15","9677","10101"
"20.04.2024 07:15 - 20.04.2024 07:30","9707","10141"
"20.04.2024 07:30 - 20.04.2024 07:45","9728","10213"
"20.04.2024 07:45 - 20.04.2024 08:00","9744","10196"
"20.04.2024 08:00 - 20.04.2024 08:15","9752","10277"
"20.04.2024 08:15 - 20.04.2024 08:30","9761","10246"
"20.04.2024 08:30 - 20.04.2024 08:45","9768","10259"
"20.04.2024 08:45 - 20.04.2024 09:00","9773","10245"
"20.04.2024 09:00 - 20.04.2024 09:15","9781","10231"
"20.04.2024 09:15 - 20.04.2024 09:30","9778","10244"
"20.04.2024 09:30 - 20.04.2024 09:45","9770","10236"
"20.04.2024 09:45 - 20.04.2024 10:00","9749","10251"
"20.04.2024 10:00 - 20.04.2024 10:15","9709","10324"
"20.04.2024 10:15 - 20.04.2024 10:30","9687","10393"
"20.04.2024 10:30 - 20.04.2024 10:45","9674","10328"
"20.04.2024 10:45 - 20.04.2024 11:00","9662","10293"
"20.04.2024 11:00 - 20.04.2024 11:15","9654","10421"
"20.04.2024 11:15 - 20.04.2024 11:30","9648","10523"
"20.04.2024 11:30 - 20.04.2024 11:45","9647","10637"
"20.04.2024 11:45 - 20.04.2024 12:00","9647","10745"
"20.04.2024 12:00 - 20.04.2024 12:15","9647","10711"
"20.04.2024 12:15 - 20.04.2024 12:30","9655","10707"
"20.04.2024 12:30 - 20.04.2024 12:45","9668","10704"
"20.04.2024 12:45 - 20.04.2024 13:00","9693","10685"
"20.04.2024 13:00 - 20.04.2024 13:15","9738","10714"
"20.04.2024 13:15 - 20.04.2024 13:30","9764","10651"
"20.04.2024 13:30 - 20.04.2024 13:45","9781","10559"
"20.04.2024 13:45 - 20.04.2024 14:00","9793","10612"
"20.04.2024 14:00 - 20.04.2024 14:15","9791","10515"
"20.04.2024 14:15 - 20.04.2024 14:30","9800","10599"
"20.04.2024 14:30 - 20.04.2024 14:45","9815","10595"
"20.04.2024 14:45 - 20.04.2024 15:00","9837","10523"
"20.04.2024 15:00 - 20.04.2024 15:15","9868","10462"
"20.04.2024 15:15 - 20.04.2024 15:30","9885","10554"
"20.04.2024 15:30 - 20.04.2024 15:45","9890","10490"
"20.04.2024 15:45 - 20.04.2024 16:00","9887","10464"
"20.04.2024 16:00 - 20.04.2024 16:15","9869","10382"
"20.04.2024 16:15 - 20.04.2024 16:30","9857","10451"
"20.04.2024 16:30 - 20.04.2024 16:45","9845","10406"
"20.04.2024 16:45 - 20.04.2024 17:00","9832","10306"
"20.04.2024 17:00 - 20.04.2024 17:15","9820","10212"
"20.04.2024 17:15 - 20.04.2024 17:30","9800","10154"
"20.04.2024 17:30 - 20.04.2024 17:45","9779","10118"
"20.04.2024 17:45 - 20.04.2024 18:00","9741","9995"
"20.04.2024 18:00 - 20.04.2024 18:15","9670","9931"
"20.04.2024 18:15 - 20.04.2024 18:30","9641","9897"
"20.04.2024 18:30 - 20.04.2024 18:45","9636","9884"
"20.04.2024 18:45 - 20.04.2024 19:00","9656","9721"
"20.04.2024 19:00 - 20.04.2024 19:15","9722","9926"
"20.04.2024 19:15 - 20.04.2024 19:30","9749","10030"
"20.04.2024 19:30 - 20.04.2024 19:45","9751","9994"
"20.04.2024 19:45 - 20.04.2024 20:00","9761","10010"
"20.04.2024 20:00 - 20.04.2024 20:15","9785","9988"
"20.04.2024 20:15 - 20.04.2024 20:30","9768","9817"
"20.04.2024 20:30 - 20.04.2024 20:45","9731","9718"
"20.04.2024 20:45 - 20.04.2024 21:00","9648","9637"
"20.04.2024 21:00 - 20.04.2024 21:15","9482","9610"
"20.04.2024 21:15 - 20.04.2024 21:30","9399","9611"
"20.04.2024 21:30 - 20.04.2024 21:45","9367","9543"
"20.04.2024 21:45 - 20.04.2024 22:00","9347","9393"
"20.04.2024 22:00 - 20.04.2024 22:15","9461","9354"
"20.04.2024 22:15 - 20.04.2024 22:30","9447","9419"
"20.04.2024 22:30 - 20.04.2024 22:45","9425","9255"
"20.04.2024 22:45 - 20.04.2024 23:00","9371","9309"
"20.04.2024 23:00 - 20.04.2024 23:15","9267","9232"
"20.04.2024 23:15 - 20.04.2024 23:30","9210","9177"
"20.04.2024 23:30 - 20.04.2024 23:45","9180","9193"
"20.04.2024 23:45 - 21.04.2024 00:00","9158","9183"
"21.04.2024 00:00 - 21.04.2024 00:15","9155","9155"
"21.04.2024 00:15 - 21.04.2024 00:30","9148","9129"
"21.04.2024 00:30 - 21.04.2024 00:45","9139","9139"
"21.04.2024 00:45 - 21.04.2024 01:00","9142","9184"
"21.04.2024 01:00 - 21.04.2024 01:15","9158","9163"
"21.04.2024 01:15 - 21.04.2024 01:30","9164","9154"
"21.04.2024 01:30 - 21.04.2024 01:45","9164","9056"
"21.04.2024 01:45 - 21.04.2024 02:00","9162","9140"
"21.04.2024 02:00 - 21.04.2024 02:15","9151","9078"
"21.04.2024 02:15 - 21.04.2024 02:30","9149","9076"
"21.04.2024 02:30 - 21.04.2024 02:45","9153","8999"
"21.04.2024 02:45 - 21.04.2024 03:00","9160","8919"
"21.04.2024 03:00 - 21.04.2024 03:15","9169","8981"
"21.04.2024 03:15 - 21.04.2024 03:30","9182","9043"
"21.04.2024 03:30 - 21.04.2024 03:45","9194","9058"
"21.04.2024 03:45 - 21.04.2024 04:00","9206","9145"
"21.04.2024 04:00 - 21.04.2024 04:15","9220","9026"
"21.04.2024 04:15 - 21.04.2024 04:30","9235","9008"
"21.04.2024 04:30 - 21.04.2024 04:45","9252","9089"
"21.04.2024 04:45 - 21.04.2024 05:00","9268","9178"
"21.04.2024 05:00 - 21.04.2024 05:15","9279","9191"
"21.04.2024 05:15 - 21.04.2024 05:30","9301","9220"
"21.04.2024 05:30 - 21.04.2024 05:45","9329","9282"
"21.04.2024 05:45 - 21.04.2024 06:00","9368","9391"
"21.04.2024 06:00 - 21.04.2024 06:15","9427","9492"
"21.04.2024 06:15 - 21.04.2024 06:30","9467","9519"
"21.04.2024 06:30 - 21.04.2024 06:45","9495","9639"
"21.04.2024 06:45 - 21.04.2024 07:00","9520","9733"
"21.04.2024 07:00 - 21.04.2024 07:15","9538","9773"
"21.04.2024 07:15 - 21.04.2024 07:30","9555","9719"
"21.04.2024 07:30 - 21.04.2024 07:45","9569","9849"
"21.04.2024 07:45 - 21.04.2024 08:00","9581","9809"
"21.04.2024 08:00 - 21.04.2024 08:15","9590","9936"
"21.04.2024 08:15 - 21.04.2024 08:30","9594","9876"
"21.04.2024 08:30 - 21.04.2024 08:45","9593","9922"
"21.04.2024 08:45 - 21.04.2024 09:00","9585","9926"
"21.04.2024 09:00 - 21.04.2024 09:15","9567","9880"
"21.04.2024 09:15 - 21.04.2024 09:30","9554","9870"
"21.04.2024 09:30 - 21.04.2024 09:45","9545","9895"
"21.04.2024 09:45 - 21.04.2024 10:00","9531","9907"
"21.04.2024 10:00 - 21.04.2024 10:15","9507","9806"
"21.04.2024 10:15 - 21.04.2024 10:30","9498","9880"
"21.04.2024 10:30 - 21.04.2024 10:45","9499","9832"
"21.04.2024 10:45 - 21.04.2024 11:00","9507","9807"
"21.04.2024 11:00 - 21.04.2024 11:15","9526","9711"
"21.04.2024 11:15 - 21.04.2024 11:30","9542","9660"
"21.04.2024 11:30 - 21.04.2024 11:45","9554","9769"
"21.04.2024 11:45 - 21.04.2024 12:00","9578","9786"
"21.04.2024 12:00 - 21.04.2024 12:15","9620","9775"
"21.04.2024 12:15 - 21.04.2024 12:30","9636","9732"
"21.04.2024 12:30 - 21.04.2024 12:45","9638","9676"
"21.04.2024 12:45 - 21.04.2024 13:00","9622","9718"
"21.04.2024 13:00 - 21.04.2024 13:15","9575","9725"
"21.04.2024 13:15 - 21.04.2024 13:30","9555","9734"
"21.04.2024 13:30 - 21.04.2024 13:45","9549","9703"
"21.04.2024 13:45 - 21.04.2024 14:00","9547","9797"
"21.04.2024 14:00 - 21.04.2024 14:15","9558","9821"
"21.04.2024 14:15 - 21.04.2024 14:30","9562","9807"
"21.04.2024 14:30 - 21.04.2024 14:45","9561","9770"
"21.04.2024 14:45 - 21.04.2024 15:00","9562","9815"
"21.04.2024 15:00 - 21.04.2024 15:15","9557","9736"
"21.04.2024 15:15 - 21.04.2024 15:30","9558","9735"
"21.04.2024 15:30 - 21.04.2024 15:45","9558","9674"
"21.04.2024 15:45 - 21.04.2024 16:00","9558","9727"
"21.04.2024 16:00 - 21.04.2024 16:15","9558","9699"
"21.04.2024 16:15 - 21.04.2024 16:30","9556","9710"
"21.04.2024 16:30 - 21.04.2024 16:45","9554","9645"
"21.04.2024 16:45 - 21.04.2024 17:00","9552","9608"
"21.04.2024 17:00 - 21.04.2024 17:15","9552","9533"
"21.04.2024 17:15 - 21.04.2024 17:30","9547","9537"
"21.04.2024 17:30 - 21.04.2024 17:45","9540","9458"
"21.04.2024 17:45 - 21.04.2024 18:00","9519","9349"
"21.04.2024 18:00 - 21.04.2024 18:15","9470","9330"
"21.04.2024 18:15 - 21.04.2024 18:30","9460","9460"
"21.04.2024 18:30 - 21.04.2024 18:45","9468","9513"
"21.04.2024 18:45 - 21.04.2024 19:00","9508","9429"
"21.04.2024 19:00 - 21.04.2024 19:15","9609","9524"
"21.04.2024 19:15 - 21.04.2024 19:30","9645","9729"
"21.04.2024 19:30 - 21.04.2024 19:45","9643","9781"
"21.04.2024 19:45 - 21.04.2024 20:00","9623","9746"
"21.04.2024 20:00 - 21.04.2024 20:15","9568","9675"
"21.04.2024 20:15 - 21.04.2024 20:30","9524","9593"
"21.04.2024 20:30 - 21.04.2024 20:45","9488","9516"
"21.04.2024 20:45 - 21.04.2024 21:00","9427","9406"
"21.04.2024 21:00 - 21.04.2024 21:15","9331","9403"
"21.04.2024 21:15 - 21.04.2024 21:30","9278","9351"
"21.04.2024 21:30 - 21.04.2024 21:45","9255","9380"
"21.04.2024 21:45 - 21.04.2024 22:00","9241","9261"
"21.04.2024 22:00 - 21.04.2024 22:15","9221","9220"
"21.04.2024 22:15 - 21.04.2024 22:30","9212","9203"
"21.04.2024 22:30 - 21.04.2024 22:45","9197","9149"
"21.04.2024 22:45 - 21.04.2024 23:00","9162","9098"
"21.04.2024 23:00 - 21.04.2024 23:15","9093","9145"
"21.04.2024 23:15 - 21.04.2024 23:30","9055","9080"
"21.04.2024 23:30 - 21.04.2024 23:45","9036","9121"
"21.04.2024 23:45 - 22.04.2024 00:00","9018","9113"
"22.04.2024 00:00 - 22.04.2024 00:15","9001","9114"
"22.04.2024 00:15 - 22.04.2024 00:30","8999","9055"
"22.04.2024 00:30 - 22.04.2024 00:45","9009","9092"
"22.04.2024 00:45 - 22.04.2024 01:00","9036","9146"
"22.04.2024 01:00 - 22.04.2024 01:15","9090","9205"
"22.04.2024 01:15 - 22.04.2024 01:30","9128","9180"
"22.04.2024 01:30 - 22.04.2024 01:45","9164","9156"
"22.04.2024 01:45 - 22.04.2024 02:00","9185","9200"
"22.04.2024 02:00 - 22.04.2024 02:15","9171","9336"
"22.04.2024 02:15 - 22.04.2024 02:30","9216","9293"
"22.04.2024 02:30 - 22.04.2024 02:45","9294","9332"
"22.04.2024 02:45 - 22.04.2024 03:00","9415","9415"
"22.04.2024 03:00 - 22.04.2024 03:15","9609","9592"
"22.04.2024 03:15 - 22.04.2024 03:30","9745","9827"
"22.04.2024 03:30 - 22.04.2024 03:45","9848","9954"
"22.04.2024 03:45 - 22.04.2024 04:00","9955","10147"
"22.04.2024 04:00 - 22.04.2024 04:15","10061","10129"
"22.04.2024 04:15 - 22.04.2024 04:30","10147","10214"
"22.04.2024 04:30 - 22.04.2024 04:45","10217","10347"
"22.04.2024 04:45 - 22.04.2024 05:00","10272","10373"
"22.04.2024 05:00 - 22.04.2024 05:15","10306","10324"
"22.04.2024 05:15 - 22.04.2024 05:30","10340","10313"
"22.04.2024 05:30 - 22.04.2024 05:45","10372","10334"
"22.04.2024 05:45 - 22.04.2024 06:00","10390","10487"
"22.04.2024 06:00 - 22.04.2024 06:15","10391","10495"
"22.04.2024 06:15 - 22.04.2024 06:30","10400","10430"
"22.04.2024 06:30 - 22.04.2024 06:45","10413","10548"
"22.04.2024 06:45 - 22.04.2024 07:00","10423","10554"
"22.04.2024 07:00 - 22.04.2024 07:15","10431","10458"
"22.04.2024 07:15 - 22.04.2024 07:30","10439","10405"
"22.04.2024 07:30 - 22.04.2024 07:45","10446","10406"
"22.04.2024 07:45 - 22.04.2024 08:00","10456","10480"
"22.04.2024 08:00 - 22.04.2024 08:15","10473","10523"
"22.04.2024 08:15 - 22.04.2024 08:30","10478","10457"
"22.04.2024 08:30 - 22.04.2024 08:45","10474","10535"
"22.04.2024 08:45 - 22.04.2024 09:00","10466","10502"
"22.04.2024 09:00 - 22.04.2024 09:15","10451","10472"
"22.04.2024 09:15 - 22.04.2024 09:30","10433","10565"
"22.04.2024 09:30 - 22.04.2024 09:45","10414","10606"
"22.04.2024 09:45 - 22.04.2024 10:00","10386","10561"
"22.04.2024 10:00 - 22.04.2024 10:15","10342","10495"
"22.04.2024 10:15 - 22.04.2024 10:30","10312","10521"
"22.04.2024 10:30 - 22.04.2024 10:45","10292","10467"
"22.04.2024 10:45 - 22.04.2024 11:00","10273","10342"
"22.04.2024 11:00 - 22.04.2024 11:15","10259","10287"
"22.04.2024 11:15 - 22.04.2024 11:30","10247","10273"
"22.04.2024 11:30 - 22.04.2024 11:45","10236","10374"
"22.04.2024 11:45 - 22.04.2024 12:00","10231","10359"
"22.04.2024 12:00 - 22.04.2024 12:15","10234","10335"
"22.04.2024 12:15 - 22.04.2024 12:30","10232","10353"
"22.04.2024 12:30 - 22.04.2024 12:45","10228","10374"
"22.04.2024 12:45 - 22.04.2024 13:00","10223","10303"
"22.04.2024 13:00 - 22.04.2024 13:15","10216","10286"
"22.04.2024 13:15 - 22.04.2024 13:30","10213","10257"
"22.04.2024 13:30 - 22.04.2024 13:45","10212","10326"
"22.04.2024 13:45 - 22.04.2024 14:00","10217","10452"
"22.04.2024 14:00 - 22.04.2024 14:15","10231","10471"
"22.04.2024 14:15 - 22.04.2024 14:30","10234","10524"
"22.04.2024 14:30 - 22.04.2024 14:45","10230","10398"
"22.04.2024 14:45 - 22.04.2024 15:00","10220","10341"
"22.04.2024 15:00 - 22.04.2024 15:15","10183","10380"
"22.04.2024 15:15 - 22.04.2024 15:30","10171","10352"
"22.04.2024 15:30 - 22.04.2024 15:45","10164","10285"
"22.04.2024 15:45 - 22.04.2024 16:00","10163","10310"
"22.04.2024 16:00 - 22.04.2024 16:15","10174","10363"
"22.04.2024 16:15 - 22.04.2024 16:30","10170","10387"
"22.04.2024 16:30 - 22.04.2024 16:45","10155","10258"
"22.04.2024 16:45 - 22.04.2024 17:00","10139","10308"
"22.04.2024 17:00 - 22.04.2024 17:15","10122","10260"
"22.04.2024 17:15 - 22.04.2024 17:30","10093","10250"
"22.04.2024 17:30 - 22.04.2024 17:45","10061","10197"
"22.04.2024 17:45 - 22.04.2024 18:00","10001","10154"
"22.04.2024 18:00 - 22.04.2024 18:15","9895","10198"
"22.04.2024 18:15 - 22.04.2024 18:30","9846","10102"
"22.04.2024 18:30 - 22.04.2024 18:45","9827","10100"
"22.04.2024 18:45 - 22.04.2024 19:00","9843","9958"
"22.04.2024 19:00 - 22.04.2024 19:15","9929","10121"
"22.04.2024 19:15 - 22.04.2024 19:30","9948","10267"
"22.04.2024 19:30 - 22.04.2024 19:45","9928","10226"
"22.04.2024 19:45 - 22.04.2024 20:00","9899","10089"
"22.04.2024 20:00 - 22.04.2024 20:15","9850","10163"
"22.04.2024 20:15 - 22.04.2024 20:30","9793","10034"
"22.04.2024 20:30 - 22.04.2024 20:45","9733","9816"
"22.04.2024 20:45 - 22.04.2024 21:00","9632","9641"
"22.04.2024 21:00 - 22.04.2024 21:15","9464","9622"
"22.04.2024 21:15 - 22.04.2024 21:30","9374","9608"
"22.04.2024 21:30 - 22.04.2024 21:45","9335","9512"
"22.04.2024 21:45 - 22.04.2024 22:00","9312","9420"
"22.04.2024 22:00 - 22.04.2024 22:15","9558","9273"
"22.04.2024 22:15 - 22.04.2024 22:30","9545","9246"
"22.04.2024 22:30 - 22.04.2024 22:45","9524","9111"
"22.04.2024 22:45 - 22.04.2024 23:00","9478","9136"
"22.04.2024 23:00 - 22.04.2024 23:15","9392","9105"
"22.04.2024 23:15 - 22.04.2024 23:30","9338","9120"
"22.04.2024 23:30 - 22.04.2024 23:45","9304","9098"
"22.04.2024 23:45 - 23.04.2024 00:00","9267","9106"
"23.04.2024 00:00 - 23.04.2024 00:15","9226","9079"
"23.04.2024 00:15 - 23.04.2024 00:30","9206","8996"
"23.04.2024 00:30 - 23.04.2024 00:45","9200","9032"
"23.04.2024 00:45 - 23.04.2024 01:00","9208","9057"
"23.04.2024 01:00 - 23.04.2024 01:15","9239","9111"
"23.04.2024 01:15 - 23.04.2024 01:30","9264","9116"
"23.04.2024 01:30 - 23.04.2024 01:45","9291","9085"
"23.04.2024 01:45 - 23.04.2024 02:00","9313","9172"
"23.04.2024 02:00 - 23.04.2024 02:15","9317","9259"
"23.04.2024 02:15 - 23.04.2024 02:30","9363","9284"
"23.04.2024 02:30 - 23.04.2024 02:45","9433","9345"
"23.04.2024 02:45 - 23.04.2024 03:00","9538","9440"
"23.04.2024 03:00 - 23.04.2024 03:15","9689","9646"
"23.04.2024 03:15 - 23.04.2024 03:30","9804","9809"
"23.04.2024 03:30 - 23.04.2024 03:45","9896","9946"
"23.04.2024 03:45 - 23.04.2024 04:00","9991","10158"
"23.04.2024 04:00 - 23.04.2024 04:15","10087","10178"
"23.04.2024 04:15 - 23.04.2024 04:30","10165","10208"
"23.04.2024 04:30 - 23.04.2024 04:45","10229","10318"
"23.04.2024 04:45 - 23.04.2024 05:00","10281","10396"
"23.04.2024 05:00 - 23.04.2024 05:15","10318","10347"
"23.04.2024 05:15 - 23.04.2024 05:30","10352","10429"
"23.04.2024 05:30 - 23.04.2024 05:45","10382","10528"
"23.04.2024 05:45 - 23.04.2024 06:00","10402","10567"
"23.04.2024 06:00 - 23.04.2024 06:15","10407","10579"
"23.04.2024 06:15 - 23.04.2024 06:30","10416","10576"
"23.04.2024 06:30 - 23.04.2024 06:45","10426","10701"
"23.04.2024 06:45 - 23.04.2024 07:00","10429","10704"
"23.04.2024 07:00 - 23.04.2024 07:15","10424","10691"
"23.04.2024 07:15 - 23.04.2024 07:30","10423","10644"
"23.04.2024 07:30 - 23.04.2024 07:45","10425","10727"
"23.04.2024 07:45 - 23.04.2024 08:00","10427","10748"
"23.04.2024 08:00 - 23.04.2024 08:15","10430","10694"
"23.04.2024 08:15 - 23.04.2024 08:30","10430","10646"
"23.04.2024 08:30 - 23.04.2024 08:45","10428","10672"
"23.04.2024 08:45 - 23.04.2024 09:00","10426","10646"
"23.04.2024 09:00 - 23.04.2024 09:15","10424","10560"
"23.04.2024 09:15 - 23.04.2024 09:30","10419","10543"
"23.04.2024 09:30 - 23.04.2024 09:45","10411","10527"
"23.04.2024 09:45 - 23.04.2024 10:00","10402","10513"
"23.04.2024 10:00 - 23.04.2024 10:15","10392","10483"
"23.04.2024 10:15 - 23.04.2024 10:30","10378","10456"
"23.04.2024 10:30 - 23.04.2024 10:45","10362","10265"
"23.04.2024 10:45 - 23.04.2024 11:00","10338","10126"
"23.04.2024 11:00 - 23.04.2024 11:15","10300","10153"
"23.04.2024 11:15 - 23.04.2024 11:30","10277","10216"
"23.04.2024 11:30 - 23.04.2024 11:45","10263","10259"
"23.04.2024 11:45 - 23.04.2024 12:00","10253","10249"
"23.04.2024 12:00 - 23.04.2024 12:15","10254","10170"
"23.04.2024 12:15 - 23.04.2024 12:30","10249","10160"
"23.04.2024 12:30 - 23.04.2024 12:45","10243","10215"
"23.04.2024 12:45 - 23.04.2024 13:00","10235","10208"
"23.04.2024 13:00 - 23.04.2024 13:15","10224","10113"
"23.04.2024 13:15 - 23.04.2024 13:30","10220","10111"
"23.04.2024 13:30 - 23.04.2024 13:45","10220","10125"
"23.04.2024 13:45 - 23.04.2024 14:00","10230","10130"
"23.04.2024 14:00 - 23.04.2024 14:15","10255","10142"
"23.04.2024 14:15 - 23.04.2024 14:30","10263","10132"
"23.04.2024 14:30 - 23.04.2024 14:45","10262","10169"
"23.04.2024 14:45 - 23.04.2024 15:00","10252","10149"
"23.04.2024 15:00 - 23.04.2024 15:15","10222","10102"
"23.04.2024 15:15 - 23.04.2024 15:30","10209","10066"
"23.04.2024 15:30 - 23.04.2024 15:45","10202","10016"
"23.04.2024 15:45 - 23.04.2024 16:00","10198","10096"
"23.04.2024 16:00 - 23.04.2024 16:15","10202","10094"
"23.04.2024 16:15 - 23.04.2024 16:30","10197","10055"
"23.04.2024 16:30 - 23.04.2024 16:45","10184","9981"
"23.04.2024 16:45 - 23.04.2024 17:00","10172","9933"
"23.04.2024 17:00 - 23.04.2024 17:15","10162","9953"
"23.04.2024 17:15 - 23.04.2024 17:30","10140","9908"
"23.04.2024 17:30 - 23.04.2024 17:45","10113","9838"
"23.04.2024 17:45 - 23.04.2024 18:00","10066","9766"
"23.04.2024 18:00 - 23.04.2024 18:15","9985","9640"
"23.04.2024 18:15 - 23.04.2024 18:30","9943","9679"
"23.04.2024 18:30 - 23.04.2024 18:45","9922","9650"
"23.04.2024 18:45 - 23.04.2024 19:00","9924","9546"
"23.04.2024 19:00 - 23.04.2024 19:15","9972","9618"
"23.04.2024 19:15 - 23.04.2024 19:30","9976","9653"
"23.04.2024 19:30 - 23.04.2024 19:45","9951","9734"
"23.04.2024 19:45 - 23.04.2024 20:00","9924","9652"
"23.04.2024 20:00 - 23.04.2024 20:15","9891","9660"
"23.04.2024 20:15 - 23.04.2024 20:30","9840","9491"
"23.04.2024 20:30 - 23.04.2024 20:45","9783","9473"
"23.04.2024 20:45 - 23.04.2024 21:00","9686","9320"
"23.04.2024 21:00 - 23.04.2024 21:15","9521","9243"
"23.04.2024 21:15 - 23.04.2024 21:30","9434","9238"
"23.04.2024 21:30 - 23.04.2024 21:45","9397","9199"
"23.04.2024 21:45 - 23.04.2024 22:00","9374","9143"
"23.04.2024 22:00 - 23.04.2024 22:15","8963","9038"
"23.04.2024 22:15 - 23.04.2024 22:30","8956","8930"
"23.04.2024 22:30 - 23.04.2024 22:45","8946","8790"
"23.04.2024 22:45 - 23.04.2024 23:00","8920","8817"
"23.04.2024 23:00 - 23.04.2024 23:15","8868","8750"
"23.04.2024 23:15 - 23.04.2024 23:30","8841","8656"
"23.04.2024 23:30 - 23.04.2024 23:45","8829","8615"
"23.04.2024 23:45 - 24.04.2024 00:00","8824","8587"
