"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|BE","Actual Total Load [MW] - BZN|BE"
"23.02.2024 11:45 - 23.02.2024 12:00","11064","11031"
"23.02.2024 12:00 - 23.02.2024 12:15","11076","11043"
"23.02.2024 12:15 - 23.02.2024 12:30","11011","11035"
"23.02.2024 12:30 - 23.02.2024 12:45","10996","11165"
"23.02.2024 12:45 - 23.02.2024 13:00","10913","10938"
"23.02.2024 13:00 - 23.02.2024 13:15","10839","10967"
"23.02.2024 13:15 - 23.02.2024 13:30","10765","10943"
"23.02.2024 13:30 - 23.02.2024 13:45","10763","10843"
"23.02.2024 13:45 - 23.02.2024 14:00","10768","10790"
"23.02.2024 14:00 - 23.02.2024 14:15","10688","10637"
"23.02.2024 14:15 - 23.02.2024 14:30","10664","10603"
"23.02.2024 14:30 - 23.02.2024 14:45","10639","10653"
"23.02.2024 14:45 - 23.02.2024 15:00","10655","10625"
"23.02.2024 15:00 - 23.02.2024 15:15","10579","10625"
"23.02.2024 15:15 - 23.02.2024 15:30","10591","10754"
"23.02.2024 15:30 - 23.02.2024 15:45","10595","10528"
"23.02.2024 15:45 - 23.02.2024 16:00","10619","10559"
"23.02.2024 16:00 - 23.02.2024 16:15","10583","10526"
"23.02.2024 16:15 - 23.02.2024 16:30","10666","10560"
"23.02.2024 16:30 - 23.02.2024 16:45","10839","10884"
"23.02.2024 16:45 - 23.02.2024 17:00","10970","11264"
"23.02.2024 17:00 - 23.02.2024 17:15","11005","11503"
"23.02.2024 17:15 - 23.02.2024 17:30","11041","11608"
"23.02.2024 17:30 - 23.02.2024 17:45","11060","11541"
"23.02.2024 17:45 - 23.02.2024 18:00","11003","11502"
"23.02.2024 18:00 - 23.02.2024 18:15","10901","11390"
"23.02.2024 18:15 - 23.02.2024 18:30","10780","11369"
"23.02.2024 18:30 - 23.02.2024 18:45","10634","11118"
"23.02.2024 18:45 - 23.02.2024 19:00","10520","10993"
"23.02.2024 19:00 - 23.02.2024 19:15","10456","10729"
"23.02.2024 19:15 - 23.02.2024 19:30","10327","10548"
"23.02.2024 19:30 - 23.02.2024 19:45","10180","10325"
"23.02.2024 19:45 - 23.02.2024 20:00","10091","10243"
"23.02.2024 20:00 - 23.02.2024 20:15","10090","10121"
"23.02.2024 20:15 - 23.02.2024 20:30","9927","10073"
"23.02.2024 20:30 - 23.02.2024 20:45","9800","10026"
"23.02.2024 20:45 - 23.02.2024 21:00","9637","9941"
"23.02.2024 21:00 - 23.02.2024 21:15","9783","10121"
"23.02.2024 21:15 - 23.02.2024 21:30","9792","10040"
"23.02.2024 21:30 - 23.02.2024 21:45","9773","10026"
"23.02.2024 21:45 - 23.02.2024 22:00","9676","9976"
"23.02.2024 22:00 - 23.02.2024 22:15","9766","9926"
"23.02.2024 22:15 - 23.02.2024 22:30","9633","9763"
"23.02.2024 22:30 - 23.02.2024 22:45","9538","9775"
"23.02.2024 22:45 - 23.02.2024 23:00","9421","9605"
"23.02.2024 23:00 - 23.02.2024 23:15","9323","9630"
"23.02.2024 23:15 - 23.02.2024 23:30","9165","9408"
"23.02.2024 23:30 - 23.02.2024 23:45","9059","9271"
"23.02.2024 23:45 - 24.02.2024 00:00","8951","9053"
"24.02.2024 00:00 - 24.02.2024 00:15","8864","8954"
"24.02.2024 00:15 - 24.02.2024 00:30","8810","8888"
"24.02.2024 00:30 - 24.02.2024 00:45","8678","8721"
"24.02.2024 00:45 - 24.02.2024 01:00","8608","8648"
"24.02.2024 01:00 - 24.02.2024 01:15","8477","8704"
"24.02.2024 01:15 - 24.02.2024 01:30","8471","8702"
"24.02.2024 01:30 - 24.02.2024 01:45","8455","8525"
"24.02.2024 01:45 - 24.02.2024 02:00","8367","8517"
"24.02.2024 02:00 - 24.02.2024 02:15","8268","8521"
"24.02.2024 02:15 - 24.02.2024 02:30","8262","8369"
"24.02.2024 02:30 - 24.02.2024 02:45","8218","8169"
"24.02.2024 02:45 - 24.02.2024 03:00","8246","8126"
"24.02.2024 03:00 - 24.02.2024 03:15","8254","8136"
"24.02.2024 03:15 - 24.02.2024 03:30","8198","8052"
"24.02.2024 03:30 - 24.02.2024 03:45","8248","8075"
"24.02.2024 03:45 - 24.02.2024 04:00","8245","8136"
"24.02.2024 04:00 - 24.02.2024 04:15","8376","8230"
"24.02.2024 04:15 - 24.02.2024 04:30","8378","8250"
"24.02.2024 04:30 - 24.02.2024 04:45","8362","8286"
"24.02.2024 04:45 - 24.02.2024 05:00","8342","8323"
"24.02.2024 05:00 - 24.02.2024 05:15","8557","8541"
"24.02.2024 05:15 - 24.02.2024 05:30","8640","8569"
"24.02.2024 05:30 - 24.02.2024 05:45","8757","8674"
"24.02.2024 05:45 - 24.02.2024 06:00","8838","8811"
"24.02.2024 06:00 - 24.02.2024 06:15","8940","8807"
"24.02.2024 06:15 - 24.02.2024 06:30","9048","8917"
"24.02.2024 06:30 - 24.02.2024 06:45","9180","8985"
"24.02.2024 06:45 - 24.02.2024 07:00","9247","9064"
"24.02.2024 07:00 - 24.02.2024 07:15","9397","9292"
"24.02.2024 07:15 - 24.02.2024 07:30","9504","9373"
"24.02.2024 07:30 - 24.02.2024 07:45","9616","9533"
"24.02.2024 07:45 - 24.02.2024 08:00","9698","9671"
"24.02.2024 08:00 - 24.02.2024 08:15","9828","9916"
"24.02.2024 08:15 - 24.02.2024 08:30","9928","10052"
"24.02.2024 08:30 - 24.02.2024 08:45","10057","10167"
"24.02.2024 08:45 - 24.02.2024 09:00","10153","10198"
"24.02.2024 09:00 - 24.02.2024 09:15","10145","10223"
"24.02.2024 09:15 - 24.02.2024 09:30","10157","10257"
"24.02.2024 09:30 - 24.02.2024 09:45","10168","10304"
"24.02.2024 09:45 - 24.02.2024 10:00","10160","10377"
"24.02.2024 10:00 - 24.02.2024 10:15","10073","10425"
"24.02.2024 10:15 - 24.02.2024 10:30","10126","10475"
"24.02.2024 10:30 - 24.02.2024 10:45","10194","10371"
"24.02.2024 10:45 - 24.02.2024 11:00","10201","10374"
"24.02.2024 11:00 - 24.02.2024 11:15","10064","10228"
"24.02.2024 11:15 - 24.02.2024 11:30","10050","10173"
"24.02.2024 11:30 - 24.02.2024 11:45","10032","10145"
"24.02.2024 11:45 - 24.02.2024 12:00","10005","10108"
"24.02.2024 12:00 - 24.02.2024 12:15","9985","9860"
"24.02.2024 12:15 - 24.02.2024 12:30","9933","9923"
"24.02.2024 12:30 - 24.02.2024 12:45","9918","9920"
"24.02.2024 12:45 - 24.02.2024 13:00","9858","9846"
"24.02.2024 13:00 - 24.02.2024 13:15","9801","9737"
"24.02.2024 13:15 - 24.02.2024 13:30","9740","9773"
"24.02.2024 13:30 - 24.02.2024 13:45","9683","9788"
"24.02.2024 13:45 - 24.02.2024 14:00","9585","9736"
"24.02.2024 14:00 - 24.02.2024 14:15","9567","9566"
"24.02.2024 14:15 - 24.02.2024 14:30","9560","9593"
"24.02.2024 14:30 - 24.02.2024 14:45","9525","9499"
"24.02.2024 14:45 - 24.02.2024 15:00","9498","9566"
"24.02.2024 15:00 - 24.02.2024 15:15","9492","9651"
"24.02.2024 15:15 - 24.02.2024 15:30","9542","9612"
"24.02.2024 15:30 - 24.02.2024 15:45","9626","9684"
"24.02.2024 15:45 - 24.02.2024 16:00","9637","9568"
"24.02.2024 16:00 - 24.02.2024 16:15","9734","9811"
"24.02.2024 16:15 - 24.02.2024 16:30","9880","9963"
"24.02.2024 16:30 - 24.02.2024 16:45","10010","10140"
"24.02.2024 16:45 - 24.02.2024 17:00","10173","10409"
"24.02.2024 17:00 - 24.02.2024 17:15","10318","10566"
"24.02.2024 17:15 - 24.02.2024 17:30","10374","10678"
"24.02.2024 17:30 - 24.02.2024 17:45","10413","10618"
"24.02.2024 17:45 - 24.02.2024 18:00","10336","10508"
"24.02.2024 18:00 - 24.02.2024 18:15","10367","10393"
"24.02.2024 18:15 - 24.02.2024 18:30","10253","10328"
"24.02.2024 18:30 - 24.02.2024 18:45","10116","10340"
"24.02.2024 18:45 - 24.02.2024 19:00","10028","10214"
"24.02.2024 19:00 - 24.02.2024 19:15","9878","10120"
"24.02.2024 19:15 - 24.02.2024 19:30","9748","10073"
"24.02.2024 19:30 - 24.02.2024 19:45","9675","9949"
"24.02.2024 19:45 - 24.02.2024 20:00","9584","9822"
"24.02.2024 20:00 - 24.02.2024 20:15","9410","9725"
"24.02.2024 20:15 - 24.02.2024 20:30","9320","9515"
"24.02.2024 20:30 - 24.02.2024 20:45","9265","9432"
"24.02.2024 20:45 - 24.02.2024 21:00","9196","9424"
"24.02.2024 21:00 - 24.02.2024 21:15","9241","9357"
"24.02.2024 21:15 - 24.02.2024 21:30","9311","9425"
"24.02.2024 21:30 - 24.02.2024 21:45","9280","9363"
"24.02.2024 21:45 - 24.02.2024 22:00","9257","9210"
"24.02.2024 22:00 - 24.02.2024 22:15","9283","9258"
"24.02.2024 22:15 - 24.02.2024 22:30","9212","9221"
"24.02.2024 22:30 - 24.02.2024 22:45","9075","9167"
"24.02.2024 22:45 - 24.02.2024 23:00","8946","9049"
"24.02.2024 23:00 - 24.02.2024 23:15","8936","8878"
"24.02.2024 23:15 - 24.02.2024 23:30","8793","8779"
"24.02.2024 23:30 - 24.02.2024 23:45","8715","8665"
"24.02.2024 23:45 - 25.02.2024 00:00","8621","8530"
"25.02.2024 00:00 - 25.02.2024 00:15","8534","8372"
"25.02.2024 00:15 - 25.02.2024 00:30","8386","8134"
"25.02.2024 00:30 - 25.02.2024 00:45","8318","8095"
"25.02.2024 00:45 - 25.02.2024 01:00","8257","8074"
"25.02.2024 01:00 - 25.02.2024 01:15","8248","8087"
"25.02.2024 01:15 - 25.02.2024 01:30","8230","7918"
"25.02.2024 01:30 - 25.02.2024 01:45","8202","7807"
"25.02.2024 01:45 - 25.02.2024 02:00","8168","7738"
"25.02.2024 02:00 - 25.02.2024 02:15","8048","7704"
"25.02.2024 02:15 - 25.02.2024 02:30","7990","7655"
"25.02.2024 02:30 - 25.02.2024 02:45","7946","7645"
"25.02.2024 02:45 - 25.02.2024 03:00","7896","7609"
"25.02.2024 03:00 - 25.02.2024 03:15","7952","7729"
"25.02.2024 03:15 - 25.02.2024 03:30","7924","7726"
"25.02.2024 03:30 - 25.02.2024 03:45","7869","7753"
"25.02.2024 03:45 - 25.02.2024 04:00","7828","7723"
"25.02.2024 04:00 - 25.02.2024 04:15","7878","7802"
"25.02.2024 04:15 - 25.02.2024 04:30","7931","7817"
"25.02.2024 04:30 - 25.02.2024 04:45","7951","7821"
"25.02.2024 04:45 - 25.02.2024 05:00","7979","7889"
"25.02.2024 05:00 - 25.02.2024 05:15","8071","7956"
"25.02.2024 05:15 - 25.02.2024 05:30","8142","8132"
"25.02.2024 05:30 - 25.02.2024 05:45","8252","8178"
"25.02.2024 05:45 - 25.02.2024 06:00","8288","8232"
"25.02.2024 06:00 - 25.02.2024 06:15","8300","8286"
"25.02.2024 06:15 - 25.02.2024 06:30","8398","8361"
"25.02.2024 06:30 - 25.02.2024 06:45","8494","8299"
"25.02.2024 06:45 - 25.02.2024 07:00","8495","8351"
"25.02.2024 07:00 - 25.02.2024 07:15","8575","8556"
"25.02.2024 07:15 - 25.02.2024 07:30","8656","8677"
"25.02.2024 07:30 - 25.02.2024 07:45","8787","8830"
"25.02.2024 07:45 - 25.02.2024 08:00","8958","8955"
"25.02.2024 08:00 - 25.02.2024 08:15","9094","9070"
"25.02.2024 08:15 - 25.02.2024 08:30","9195","9189"
"25.02.2024 08:30 - 25.02.2024 08:45","9288","9259"
"25.02.2024 08:45 - 25.02.2024 09:00","9340","9298"
"25.02.2024 09:00 - 25.02.2024 09:15","9386","9303"
"25.02.2024 09:15 - 25.02.2024 09:30","9511","9277"
"25.02.2024 09:30 - 25.02.2024 09:45","9544","9212"
"25.02.2024 09:45 - 25.02.2024 10:00","9543","9281"
"25.02.2024 10:00 - 25.02.2024 10:15","9550","9325"
"25.02.2024 10:15 - 25.02.2024 10:30","9635","9408"
"25.02.2024 10:30 - 25.02.2024 10:45","9701","9499"
"25.02.2024 10:45 - 25.02.2024 11:00","9789","9580"
"25.02.2024 11:00 - 25.02.2024 11:15","9706","9660"
"25.02.2024 11:15 - 25.02.2024 11:30","9700","9687"
"25.02.2024 11:30 - 25.02.2024 11:45","9695","9669"
"25.02.2024 11:45 - 25.02.2024 12:00","9719","9639"
"25.02.2024 12:00 - 25.02.2024 12:15","9682","9622"
"25.02.2024 12:15 - 25.02.2024 12:30","9595","9538"
"25.02.2024 12:30 - 25.02.2024 12:45","9527","9613"
"25.02.2024 12:45 - 25.02.2024 13:00","9378","9648"
"25.02.2024 13:00 - 25.02.2024 13:15","9288","9438"
"25.02.2024 13:15 - 25.02.2024 13:30","9245","9222"
"25.02.2024 13:30 - 25.02.2024 13:45","9253","9350"
"25.02.2024 13:45 - 25.02.2024 14:00","9175","9183"
"25.02.2024 14:00 - 25.02.2024 14:15","9220","9231"
"25.02.2024 14:15 - 25.02.2024 14:30","9167","9106"
"25.02.2024 14:30 - 25.02.2024 14:45","9155","9077"
"25.02.2024 14:45 - 25.02.2024 15:00","9155","9030"
"25.02.2024 15:00 - 25.02.2024 15:15","9080","9027"
"25.02.2024 15:15 - 25.02.2024 15:30","9105","9058"
"25.02.2024 15:30 - 25.02.2024 15:45","9114","9059"
"25.02.2024 15:45 - 25.02.2024 16:00","9127","9265"
"25.02.2024 16:00 - 25.02.2024 16:15","9270","9477"
"25.02.2024 16:15 - 25.02.2024 16:30","9397","9586"
"25.02.2024 16:30 - 25.02.2024 16:45","9600","9648"
"25.02.2024 16:45 - 25.02.2024 17:00","9761","9805"
"25.02.2024 17:00 - 25.02.2024 17:15","10063","9958"
"25.02.2024 17:15 - 25.02.2024 17:30","10186","10117"
"25.02.2024 17:30 - 25.02.2024 17:45","10197","10327"
"25.02.2024 17:45 - 25.02.2024 18:00","10191","10557"
"25.02.2024 18:00 - 25.02.2024 18:15","10266","10524"
"25.02.2024 18:15 - 25.02.2024 18:30","10186","10423"
"25.02.2024 18:30 - 25.02.2024 18:45","10109","10445"
"25.02.2024 18:45 - 25.02.2024 19:00","10006","10403"
"25.02.2024 19:00 - 25.02.2024 19:15","9925","10161"
"25.02.2024 19:15 - 25.02.2024 19:30","9758","10008"
"25.02.2024 19:30 - 25.02.2024 19:45","9617","9945"
"25.02.2024 19:45 - 25.02.2024 20:00","9616","9770"
"25.02.2024 20:00 - 25.02.2024 20:15","9576","9672"
"25.02.2024 20:15 - 25.02.2024 20:30","9477","9360"
"25.02.2024 20:30 - 25.02.2024 20:45","9314","9305"
"25.02.2024 20:45 - 25.02.2024 21:00","9258","9178"
"25.02.2024 21:00 - 25.02.2024 21:15","9292","9088"
"25.02.2024 21:15 - 25.02.2024 21:30","9313","9251"
"25.02.2024 21:30 - 25.02.2024 21:45","9244","9104"
"25.02.2024 21:45 - 25.02.2024 22:00","9142","9022"
"25.02.2024 22:00 - 25.02.2024 22:15","9189","9120"
"25.02.2024 22:15 - 25.02.2024 22:30","9028","8982"
"25.02.2024 22:30 - 25.02.2024 22:45","8977","8937"
"25.02.2024 22:45 - 25.02.2024 23:00","8856","8718"
"25.02.2024 23:00 - 25.02.2024 23:15","8702","8694"
"25.02.2024 23:15 - 25.02.2024 23:30","8499","8611"
"25.02.2024 23:30 - 25.02.2024 23:45","8414","8514"
"25.02.2024 23:45 - 26.02.2024 00:00","8320","8408"
"26.02.2024 00:00 - 26.02.2024 00:15","8341","8391"
"26.02.2024 00:15 - 26.02.2024 00:30","8206","8175"
"26.02.2024 00:30 - 26.02.2024 00:45","8102","8174"
"26.02.2024 00:45 - 26.02.2024 01:00","8038","8031"
"26.02.2024 01:00 - 26.02.2024 01:15","7981","7971"
"26.02.2024 01:15 - 26.02.2024 01:30","8034","8076"
"26.02.2024 01:30 - 26.02.2024 01:45","7914","7975"
"26.02.2024 01:45 - 26.02.2024 02:00","7842","7874"
"26.02.2024 02:00 - 26.02.2024 02:15","7863","7882"
"26.02.2024 02:15 - 26.02.2024 02:30","7865","7938"
"26.02.2024 02:30 - 26.02.2024 02:45","7825","7859"
"26.02.2024 02:45 - 26.02.2024 03:00","7896","7987"
"26.02.2024 03:00 - 26.02.2024 03:15","7965","7987"
"26.02.2024 03:15 - 26.02.2024 03:30","8023","8105"
"26.02.2024 03:30 - 26.02.2024 03:45","8027","8120"
"26.02.2024 03:45 - 26.02.2024 04:00","8105","8162"
"26.02.2024 04:00 - 26.02.2024 04:15","8329","8290"
"26.02.2024 04:15 - 26.02.2024 04:30","8507","8546"
"26.02.2024 04:30 - 26.02.2024 04:45","8661","8694"
"26.02.2024 04:45 - 26.02.2024 05:00","8862","8765"
"26.02.2024 05:00 - 26.02.2024 05:15","9270","9255"
"26.02.2024 05:15 - 26.02.2024 05:30","9570","9571"
"26.02.2024 05:30 - 26.02.2024 05:45","9792","9893"
"26.02.2024 05:45 - 26.02.2024 06:00","10055","10171"
"26.02.2024 06:00 - 26.02.2024 06:15","10312","10419"
"26.02.2024 06:15 - 26.02.2024 06:30","10555","10639"
"26.02.2024 06:30 - 26.02.2024 06:45","10795","10872"
"26.02.2024 06:45 - 26.02.2024 07:00","10860","10954"
"26.02.2024 07:00 - 26.02.2024 07:15","10982","11090"
"26.02.2024 07:15 - 26.02.2024 07:30","11018","11233"
"26.02.2024 07:30 - 26.02.2024 07:45","11172","11489"
"26.02.2024 07:45 - 26.02.2024 08:00","11324","11457"
"26.02.2024 08:00 - 26.02.2024 08:15","11432","11659"
"26.02.2024 08:15 - 26.02.2024 08:30","11464","11703"
"26.02.2024 08:30 - 26.02.2024 08:45","11483","11881"
"26.02.2024 08:45 - 26.02.2024 09:00","11485","11800"
"26.02.2024 09:00 - 26.02.2024 09:15","11431","11820"
"26.02.2024 09:15 - 26.02.2024 09:30","11390","11667"
"26.02.2024 09:30 - 26.02.2024 09:45","11388","11541"
"26.02.2024 09:45 - 26.02.2024 10:00","11383","11581"
"26.02.2024 10:00 - 26.02.2024 10:15","11370","11516"
"26.02.2024 10:15 - 26.02.2024 10:30","11382","11670"
"26.02.2024 10:30 - 26.02.2024 10:45","11460","11835"
"26.02.2024 10:45 - 26.02.2024 11:00","11515","11850"
"26.02.2024 11:00 - 26.02.2024 11:15","11301","11658"
"26.02.2024 11:15 - 26.02.2024 11:30","11190","11663"
"26.02.2024 11:30 - 26.02.2024 11:45","11229","11621"
"26.02.2024 11:45 - 26.02.2024 12:00","11172","11640"
"26.02.2024 12:00 - 26.02.2024 12:15","11210","11605"
"26.02.2024 12:15 - 26.02.2024 12:30","11148","11570"
"26.02.2024 12:30 - 26.02.2024 12:45","11097","11628"
"26.02.2024 12:45 - 26.02.2024 13:00","10973","11640"
"26.02.2024 13:00 - 26.02.2024 13:15","10961","11651"
"26.02.2024 13:15 - 26.02.2024 13:30","10937","11554"
"26.02.2024 13:30 - 26.02.2024 13:45","10864","11615"
"26.02.2024 13:45 - 26.02.2024 14:00","10845","11567"
"26.02.2024 14:00 - 26.02.2024 14:15","10842","11421"
"26.02.2024 14:15 - 26.02.2024 14:30","10796","11412"
"26.02.2024 14:30 - 26.02.2024 14:45","10832","11427"
"26.02.2024 14:45 - 26.02.2024 15:00","10784","11418"
"26.02.2024 15:00 - 26.02.2024 15:15","10760","11319"
"26.02.2024 15:15 - 26.02.2024 15:30","10789","11296"
"26.02.2024 15:30 - 26.02.2024 15:45","10753","11282"
"26.02.2024 15:45 - 26.02.2024 16:00","10806","11437"
"26.02.2024 16:00 - 26.02.2024 16:15","10816","11387"
"26.02.2024 16:15 - 26.02.2024 16:30","10926","11478"
"26.02.2024 16:30 - 26.02.2024 16:45","11083","11725"
"26.02.2024 16:45 - 26.02.2024 17:00","11310","11810"
"26.02.2024 17:00 - 26.02.2024 17:15","11480","11806"
"26.02.2024 17:15 - 26.02.2024 17:30","11497","11895"
"26.02.2024 17:30 - 26.02.2024 17:45","11512","12019"
"26.02.2024 17:45 - 26.02.2024 18:00","11496","11915"
"26.02.2024 18:00 - 26.02.2024 18:15","11488","11687"
"26.02.2024 18:15 - 26.02.2024 18:30","11293","11490"
"26.02.2024 18:30 - 26.02.2024 18:45","11158","11404"
"26.02.2024 18:45 - 26.02.2024 19:00","11022","11282"
"26.02.2024 19:00 - 26.02.2024 19:15","10926","11187"
"26.02.2024 19:15 - 26.02.2024 19:30","10807","11095"
"26.02.2024 19:30 - 26.02.2024 19:45","10648","11036"
"26.02.2024 19:45 - 26.02.2024 20:00","10512","10690"
"26.02.2024 20:00 - 26.02.2024 20:15","10394","10468"
"26.02.2024 20:15 - 26.02.2024 20:30","10229","10357"
"26.02.2024 20:30 - 26.02.2024 20:45","10078","10321"
"26.02.2024 20:45 - 26.02.2024 21:00","9940","10235"
"26.02.2024 21:00 - 26.02.2024 21:15","9974","10192"
"26.02.2024 21:15 - 26.02.2024 21:30","9994","10069"
"26.02.2024 21:30 - 26.02.2024 21:45","10007","9993"
"26.02.2024 21:45 - 26.02.2024 22:00","9855","9824"
"26.02.2024 22:00 - 26.02.2024 22:15","9910","9948"
"26.02.2024 22:15 - 26.02.2024 22:30","9762","9793"
"26.02.2024 22:30 - 26.02.2024 22:45","9666","9756"
"26.02.2024 22:45 - 26.02.2024 23:00","9521","9639"
"26.02.2024 23:00 - 26.02.2024 23:15","9489","9577"
"26.02.2024 23:15 - 26.02.2024 23:30","9293","9450"
"26.02.2024 23:30 - 26.02.2024 23:45","9252","9339"
"26.02.2024 23:45 - 27.02.2024 00:00","9136","9117"
"27.02.2024 00:00 - 27.02.2024 00:15","9061","9141"
"27.02.2024 00:15 - 27.02.2024 00:30","8945","8893"
"27.02.2024 00:30 - 27.02.2024 00:45","8873","8906"
"27.02.2024 00:45 - 27.02.2024 01:00","8772","8798"
"27.02.2024 01:00 - 27.02.2024 01:15","8718","8748"
"27.02.2024 01:15 - 27.02.2024 01:30","8656","8762"
"27.02.2024 01:30 - 27.02.2024 01:45","8638","8653"
"27.02.2024 01:45 - 27.02.2024 02:00","8586","8612"
"27.02.2024 02:00 - 27.02.2024 02:15","8559","8583"
"27.02.2024 02:15 - 27.02.2024 02:30","8536","8517"
"27.02.2024 02:30 - 27.02.2024 02:45","8538","8586"
"27.02.2024 02:45 - 27.02.2024 03:00","8528","8541"
"27.02.2024 03:00 - 27.02.2024 03:15","8564","8699"
"27.02.2024 03:15 - 27.02.2024 03:30","8607","8722"
"27.02.2024 03:30 - 27.02.2024 03:45","8640","8845"
"27.02.2024 03:45 - 27.02.2024 04:00","8716","8853"
"27.02.2024 04:00 - 27.02.2024 04:15","8903","9024"
"27.02.2024 04:15 - 27.02.2024 04:30","8965","9194"
"27.02.2024 04:30 - 27.02.2024 04:45","9107","9285"
"27.02.2024 04:45 - 27.02.2024 05:00","9300","9462"
"27.02.2024 05:00 - 27.02.2024 05:15","9703","9699"
"27.02.2024 05:15 - 27.02.2024 05:30","9965","9960"
"27.02.2024 05:30 - 27.02.2024 05:45","10250","10378"
"27.02.2024 05:45 - 27.02.2024 06:00","10479","10555"
"27.02.2024 06:00 - 27.02.2024 06:15","10674","10958"
"27.02.2024 06:15 - 27.02.2024 06:30","10925","11034"
"27.02.2024 06:30 - 27.02.2024 06:45","11107","11117"
"27.02.2024 06:45 - 27.02.2024 07:00","11214","11334"
"27.02.2024 07:00 - 27.02.2024 07:15","11242","11504"
"27.02.2024 07:15 - 27.02.2024 07:30","11314","11689"
"27.02.2024 07:30 - 27.02.2024 07:45","11456","11886"
"27.02.2024 07:45 - 27.02.2024 08:00","11559","11919"
"27.02.2024 08:00 - 27.02.2024 08:15","11624","11883"
"27.02.2024 08:15 - 27.02.2024 08:30","11668","12098"
"27.02.2024 08:30 - 27.02.2024 08:45","11717","12138"
"27.02.2024 08:45 - 27.02.2024 09:00","11717","12106"
"27.02.2024 09:00 - 27.02.2024 09:15","11645","12055"
"27.02.2024 09:15 - 27.02.2024 09:30","11607","11979"
"27.02.2024 09:30 - 27.02.2024 09:45","11585","12017"
"27.02.2024 09:45 - 27.02.2024 10:00","11608","12070"
"27.02.2024 10:00 - 27.02.2024 10:15","11609","12105"
"27.02.2024 10:15 - 27.02.2024 10:30","11629","11974"
"27.02.2024 10:30 - 27.02.2024 10:45","11662","12076"
"27.02.2024 10:45 - 27.02.2024 11:00","11653","12240"
"27.02.2024 11:00 - 27.02.2024 11:15","11430","12047"
"27.02.2024 11:15 - 27.02.2024 11:30","11297","11900"
"27.02.2024 11:30 - 27.02.2024 11:45","11276","11957"
"27.02.2024 11:45 - 27.02.2024 12:00","11298","11847"
"27.02.2024 12:00 - 27.02.2024 12:15","11208","11771"
"27.02.2024 12:15 - 27.02.2024 12:30","11148","11791"
"27.02.2024 12:30 - 27.02.2024 12:45","11163","11736"
"27.02.2024 12:45 - 27.02.2024 13:00","11074","11586"
"27.02.2024 13:00 - 27.02.2024 13:15","10967","11458"
"27.02.2024 13:15 - 27.02.2024 13:30","10908","11347"
"27.02.2024 13:30 - 27.02.2024 13:45","10887","11180"
"27.02.2024 13:45 - 27.02.2024 14:00","10880","11121"
"27.02.2024 14:00 - 27.02.2024 14:15","10838","11247"
"27.02.2024 14:15 - 27.02.2024 14:30","10812","11080"
"27.02.2024 14:30 - 27.02.2024 14:45","10797","11064"
"27.02.2024 14:45 - 27.02.2024 15:00","10804","10977"
"27.02.2024 15:00 - 27.02.2024 15:15","10826","11123"
"27.02.2024 15:15 - 27.02.2024 15:30","10864","11113"
"27.02.2024 15:30 - 27.02.2024 15:45","10860","10902"
"27.02.2024 15:45 - 27.02.2024 16:00","10883","11116"
"27.02.2024 16:00 - 27.02.2024 16:15","10962","11161"
"27.02.2024 16:15 - 27.02.2024 16:30","11028","11306"
"27.02.2024 16:30 - 27.02.2024 16:45","11198","11357"
"27.02.2024 16:45 - 27.02.2024 17:00","11376","11614"
"27.02.2024 17:00 - 27.02.2024 17:15","11469","11619"
"27.02.2024 17:15 - 27.02.2024 17:30","11541","11743"
"27.02.2024 17:30 - 27.02.2024 17:45","11552","11742"
"27.02.2024 17:45 - 27.02.2024 18:00","11500","11773"
"27.02.2024 18:00 - 27.02.2024 18:15","11519","11793"
"27.02.2024 18:15 - 27.02.2024 18:30","11414","11477"
"27.02.2024 18:30 - 27.02.2024 18:45","11245","11436"
"27.02.2024 18:45 - 27.02.2024 19:00","11129","11253"
"27.02.2024 19:00 - 27.02.2024 19:15","10948","11163"
