"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|ES","Actual Total Load [MW] - BZN|ES"
"07.03.2024 10:15 - 07.03.2024 10:30","30004","30320"
"07.03.2024 10:30 - 07.03.2024 10:45","29877","30356"
"07.03.2024 10:45 - 07.03.2024 11:00","29775","30288"
"07.03.2024 11:00 - 07.03.2024 11:15","29643","30320"
"07.03.2024 11:15 - 07.03.2024 11:30","29603","30204"
"07.03.2024 11:30 - 07.03.2024 11:45","29596","30304"
"07.03.2024 11:45 - 07.03.2024 12:00","29609","30480"
"07.03.2024 12:00 - 07.03.2024 12:15","29659","30612"
"07.03.2024 12:15 - 07.03.2024 12:30","29664","30620"
"07.03.2024 12:30 - 07.03.2024 12:45","29643","30728"
"07.03.2024 12:45 - 07.03.2024 13:00","29595","30628"
"07.03.2024 13:00 - 07.03.2024 13:15","29566","30692"
"07.03.2024 13:15 - 07.03.2024 13:30","29465","30508"
"07.03.2024 13:30 - 07.03.2024 13:45","29343","30840"
"07.03.2024 13:45 - 07.03.2024 14:00","29216","30748"
"07.03.2024 14:00 - 07.03.2024 14:15","29025","30668"
"07.03.2024 14:15 - 07.03.2024 14:30","28944","30568"
"07.03.2024 14:30 - 07.03.2024 14:45","28911","30524"
"07.03.2024 14:45 - 07.03.2024 15:00","28932","30372"
"07.03.2024 15:00 - 07.03.2024 15:15","28904","30348"
"07.03.2024 15:15 - 07.03.2024 15:30","29036","30336"
"07.03.2024 15:30 - 07.03.2024 15:45","29221","30372"
"07.03.2024 15:45 - 07.03.2024 16:00","29436","30532"
"07.03.2024 16:00 - 07.03.2024 16:15","29702","30588"
"07.03.2024 16:15 - 07.03.2024 16:30","29895","30800"
"07.03.2024 16:30 - 07.03.2024 16:45","30050","30804"
"07.03.2024 16:45 - 07.03.2024 17:00","30205","30952"
"07.03.2024 17:00 - 07.03.2024 17:15","30196","31000"
"07.03.2024 17:15 - 07.03.2024 17:30","30512","30976"
"07.03.2024 17:30 - 07.03.2024 17:45","30972","31104"
"07.03.2024 17:45 - 07.03.2024 18:00","31537","31308"
"07.03.2024 18:00 - 07.03.2024 18:15","32224","31952"
"07.03.2024 18:15 - 07.03.2024 18:30","32833","32664"
"07.03.2024 18:30 - 07.03.2024 18:45","33383","33492"
"07.03.2024 18:45 - 07.03.2024 19:00","33844","34276"
"07.03.2024 19:00 - 07.03.2024 19:15","34503","34692"
"07.03.2024 19:15 - 07.03.2024 19:30","34706","34880"
"07.03.2024 19:30 - 07.03.2024 19:45","34741","35092"
"07.03.2024 19:45 - 07.03.2024 20:00","34602","34956"
"07.03.2024 20:00 - 07.03.2024 20:15","34636","35044"
"07.03.2024 20:15 - 07.03.2024 20:30","34140","34800"
"07.03.2024 20:30 - 07.03.2024 20:45","33473","34584"
"07.03.2024 20:45 - 07.03.2024 21:00","32678","33832"
"07.03.2024 21:00 - 07.03.2024 21:15","31853","33012"
"07.03.2024 21:15 - 07.03.2024 21:30","30961","31976"
"07.03.2024 21:30 - 07.03.2024 21:45","30095","31264"
"07.03.2024 21:45 - 07.03.2024 22:00","29281","30468"
"07.03.2024 22:00 - 07.03.2024 22:15","28388","29736"
"07.03.2024 22:15 - 07.03.2024 22:30","27742","28720"
"07.03.2024 22:30 - 07.03.2024 22:45","27200","28024"
"07.03.2024 22:45 - 07.03.2024 23:00","26739","27300"
"07.03.2024 23:00 - 07.03.2024 23:15","26337","26660"
"07.03.2024 23:15 - 07.03.2024 23:30","25882","26288"
"07.03.2024 23:30 - 07.03.2024 23:45","25456","26036"
"07.03.2024 23:45 - 08.03.2024 00:00","25055","25564"
"08.03.2024 00:00 - 08.03.2024 00:15","24642","25184"
"08.03.2024 00:15 - 08.03.2024 00:30","24289","24784"
"08.03.2024 00:30 - 08.03.2024 00:45","23959","24408"
"08.03.2024 00:45 - 08.03.2024 01:00","23660","24308"
"08.03.2024 01:00 - 08.03.2024 01:15","23303","24024"
"08.03.2024 01:15 - 08.03.2024 01:30","23099","23752"
"08.03.2024 01:30 - 08.03.2024 01:45","22954","23420"
"08.03.2024 01:45 - 08.03.2024 02:00","22855","23160"
"08.03.2024 02:00 - 08.03.2024 02:15","22761","23016"
"08.03.2024 02:15 - 08.03.2024 02:30","22711","23112"
"08.03.2024 02:30 - 08.03.2024 02:45","22666","23104"
"08.03.2024 02:45 - 08.03.2024 03:00","22632","22904"
"08.03.2024 03:00 - 08.03.2024 03:15","22543","22816"
"08.03.2024 03:15 - 08.03.2024 03:30","22556","22776"
"08.03.2024 03:30 - 08.03.2024 03:45","22611","22836"
"08.03.2024 03:45 - 08.03.2024 04:00","22733","22820"
"08.03.2024 04:00 - 08.03.2024 04:15","22690","22976"
"08.03.2024 04:15 - 08.03.2024 04:30","23037","23192"
"08.03.2024 04:30 - 08.03.2024 04:45","23536","23248"
"08.03.2024 04:45 - 08.03.2024 05:00","24186","23728"
"08.03.2024 05:00 - 08.03.2024 05:15","24798","24068"
"08.03.2024 05:15 - 08.03.2024 05:30","25719","25460"
"08.03.2024 05:30 - 08.03.2024 05:45","26752","26172"
"08.03.2024 05:45 - 08.03.2024 06:00","27820","27000"
"08.03.2024 06:00 - 08.03.2024 06:15","29237","27860"
"08.03.2024 06:15 - 08.03.2024 06:30","30114","29376"
"08.03.2024 06:30 - 08.03.2024 06:45","30771","30324"
"08.03.2024 06:45 - 08.03.2024 07:00","31219","30880"
"08.03.2024 07:00 - 08.03.2024 07:15","31763","31296"
"08.03.2024 07:15 - 08.03.2024 07:30","31893","31808"
"08.03.2024 07:30 - 08.03.2024 07:45","31911","32392"
"08.03.2024 07:45 - 08.03.2024 08:00","31845","32428"
"08.03.2024 08:00 - 08.03.2024 08:15","31762","32296"
"08.03.2024 08:15 - 08.03.2024 08:30","31612","32012"
"08.03.2024 08:30 - 08.03.2024 08:45","31458","32012"
"08.03.2024 08:45 - 08.03.2024 09:00","31306","32056"
"08.03.2024 09:00 - 08.03.2024 09:15","31144","32072"
"08.03.2024 09:15 - 08.03.2024 09:30","31002","31736"
"08.03.2024 09:30 - 08.03.2024 09:45","30868","31696"
"08.03.2024 09:45 - 08.03.2024 10:00","30743","31652"
"08.03.2024 10:00 - 08.03.2024 10:15","30601","31540"
"08.03.2024 10:15 - 08.03.2024 10:30","30502","31288"
"08.03.2024 10:30 - 08.03.2024 10:45","30420","31172"
"08.03.2024 10:45 - 08.03.2024 11:00","30357","31100"
"08.03.2024 11:00 - 08.03.2024 11:15","30268","31008"
"08.03.2024 11:15 - 08.03.2024 11:30","30256","30700"
"08.03.2024 11:30 - 08.03.2024 11:45","30270","30672"
"08.03.2024 11:45 - 08.03.2024 12:00","30298","30844"
"08.03.2024 12:00 - 08.03.2024 12:15","30371","30896"
"08.03.2024 12:15 - 08.03.2024 12:30","30375","30752"
"08.03.2024 12:30 - 08.03.2024 12:45","30344","30892"
"08.03.2024 12:45 - 08.03.2024 13:00","30280","30708"
"08.03.2024 13:00 - 08.03.2024 13:15","30231","30452"
"08.03.2024 13:15 - 08.03.2024 13:30","30111","30000"
"08.03.2024 13:30 - 08.03.2024 13:45","29970","30084"
"08.03.2024 13:45 - 08.03.2024 14:00","29822","30036"
"08.03.2024 14:00 - 08.03.2024 14:15","29628","29744"
"08.03.2024 14:15 - 08.03.2024 14:30","29509","29564"
"08.03.2024 14:30 - 08.03.2024 14:45","29425","29324"
"08.03.2024 14:45 - 08.03.2024 15:00","29385","29336"
"08.03.2024 15:00 - 08.03.2024 15:15","29287","29140"
"08.03.2024 15:15 - 08.03.2024 15:30","29356","29228"
"08.03.2024 15:30 - 08.03.2024 15:45","29483","29188"
"08.03.2024 15:45 - 08.03.2024 16:00","29643","29420"
"08.03.2024 16:00 - 08.03.2024 16:15","29862","29260"
"08.03.2024 16:15 - 08.03.2024 16:30","29990","29784"
"08.03.2024 16:30 - 08.03.2024 16:45","30070","29764"
"08.03.2024 16:45 - 08.03.2024 17:00","30155","29904"
"08.03.2024 17:00 - 08.03.2024 17:15","30030","30200"
"08.03.2024 17:15 - 08.03.2024 17:30","30327","30304"
"08.03.2024 17:30 - 08.03.2024 17:45","30807","30632"
"08.03.2024 17:45 - 08.03.2024 18:00","31407","30964"
"08.03.2024 18:00 - 08.03.2024 18:15","32219","31360"
"08.03.2024 18:15 - 08.03.2024 18:30","32792","32108"
"08.03.2024 18:30 - 08.03.2024 18:45","33231","32920"
"08.03.2024 18:45 - 08.03.2024 19:00","33535","33476"
"08.03.2024 19:00 - 08.03.2024 19:15","33937","33600"
"08.03.2024 19:15 - 08.03.2024 19:30","34016","33632"
"08.03.2024 19:30 - 08.03.2024 19:45","33999","33852"
"08.03.2024 19:45 - 08.03.2024 20:00","33867","33856"
"08.03.2024 20:00 - 08.03.2024 20:15","33927","33808"
"08.03.2024 20:15 - 08.03.2024 20:30","33484","33700"
"08.03.2024 20:30 - 08.03.2024 20:45","32862","33536"
"08.03.2024 20:45 - 08.03.2024 21:00","32109","32836"
"08.03.2024 21:00 - 08.03.2024 21:15","31296","31988"
"08.03.2024 21:15 - 08.03.2024 21:30","30471","31180"
"08.03.2024 21:30 - 08.03.2024 21:45","29694","30524"
"08.03.2024 21:45 - 08.03.2024 22:00","28982","29812"
"08.03.2024 22:00 - 08.03.2024 22:15","28218","29376"
"08.03.2024 22:15 - 08.03.2024 22:30","27659","28584"
"08.03.2024 22:30 - 08.03.2024 22:45","27180","28016"
"08.03.2024 22:45 - 08.03.2024 23:00","26757","27252"
"08.03.2024 23:00 - 08.03.2024 23:15","26512","26572"
"08.03.2024 23:15 - 08.03.2024 23:30","26080","26448"
"08.03.2024 23:30 - 08.03.2024 23:45","25646","26120"
"08.03.2024 23:45 - 09.03.2024 00:00","25215","25636"
"09.03.2024 00:00 - 09.03.2024 00:15","24767","25140"
"09.03.2024 00:15 - 09.03.2024 00:30","24366","24652"
"09.03.2024 00:30 - 09.03.2024 00:45","23990","24376"
"09.03.2024 00:45 - 09.03.2024 01:00","23644","23692"
"09.03.2024 01:00 - 09.03.2024 01:15","23259","23480"
"09.03.2024 01:15 - 09.03.2024 01:30","22992","23152"
"09.03.2024 01:30 - 09.03.2024 01:45","22771","22844"
"09.03.2024 01:45 - 09.03.2024 02:00","22587","22480"
"09.03.2024 02:00 - 09.03.2024 02:15","22403","22360"
"09.03.2024 02:15 - 09.03.2024 02:30","22264","22064"
"09.03.2024 02:30 - 09.03.2024 02:45","22134","21864"
"09.03.2024 02:45 - 09.03.2024 03:00","22014","21828"
"09.03.2024 03:00 - 09.03.2024 03:15","21870","21656"
"09.03.2024 03:15 - 09.03.2024 03:30","21781","21588"
"09.03.2024 03:30 - 09.03.2024 03:45","21714","21488"
"09.03.2024 03:45 - 09.03.2024 04:00","21678","21604"
"09.03.2024 04:00 - 09.03.2024 04:15","21579","21424"
"09.03.2024 04:15 - 09.03.2024 04:30","21635","21584"
"09.03.2024 04:30 - 09.03.2024 04:45","21749","21416"
"09.03.2024 04:45 - 09.03.2024 05:00","21915","21476"
"09.03.2024 05:00 - 09.03.2024 05:15","22069","21588"
"09.03.2024 05:15 - 09.03.2024 05:30","22312","21976"
"09.03.2024 05:30 - 09.03.2024 05:45","22580","21956"
"09.03.2024 05:45 - 09.03.2024 06:00","22862","22288"
"09.03.2024 06:00 - 09.03.2024 06:15","23172","22576"
"09.03.2024 06:15 - 09.03.2024 06:30","23445","23116"
"09.03.2024 06:30 - 09.03.2024 06:45","23701","23076"
"09.03.2024 06:45 - 09.03.2024 07:00","23956","23408"
"09.03.2024 07:00 - 09.03.2024 07:15","24154","23700"
"09.03.2024 07:15 - 09.03.2024 07:30","24471","24044"
"09.03.2024 07:30 - 09.03.2024 07:45","24843","24576"
"09.03.2024 07:45 - 09.03.2024 08:00","25246","25284"
"09.03.2024 08:00 - 09.03.2024 08:15","25743","25884"
"09.03.2024 08:15 - 09.03.2024 08:30","26113","26604"
"09.03.2024 08:30 - 09.03.2024 08:45","26424","27300"
"09.03.2024 08:45 - 09.03.2024 09:00","26670","27948"
"09.03.2024 09:00 - 09.03.2024 09:15","26977","28316"
"09.03.2024 09:15 - 09.03.2024 09:30","27098","28976"
"09.03.2024 09:30 - 09.03.2024 09:45","27159","29204"
"09.03.2024 09:45 - 09.03.2024 10:00","27169","29260"
"09.03.2024 10:00 - 09.03.2024 10:15","27180","29460"
"09.03.2024 10:15 - 09.03.2024 10:30","27125","29468"
"09.03.2024 10:30 - 09.03.2024 10:45","27056","29584"
"09.03.2024 10:45 - 09.03.2024 11:00","26995","29608"
"09.03.2024 11:00 - 09.03.2024 11:15","26860","29704"
"09.03.2024 11:15 - 09.03.2024 11:30","26886","29636"
"09.03.2024 11:30 - 09.03.2024 11:45","26979","29768"
"09.03.2024 11:45 - 09.03.2024 12:00","27101","29892"
"09.03.2024 12:00 - 09.03.2024 12:15","27360","30212"
"09.03.2024 12:15 - 09.03.2024 12:30","27394","30192"
"09.03.2024 12:30 - 09.03.2024 12:45","27323","30296"
"09.03.2024 12:45 - 09.03.2024 13:00","27164","30436"
"09.03.2024 13:00 - 09.03.2024 13:15","26986","30360"
"09.03.2024 13:15 - 09.03.2024 13:30","26741","30112"
"09.03.2024 13:30 - 09.03.2024 13:45","26497","29908"
"09.03.2024 13:45 - 09.03.2024 14:00","26262","29520"
"09.03.2024 14:00 - 09.03.2024 14:15","25993","29096"
"09.03.2024 14:15 - 09.03.2024 14:30","25796","28496"
"09.03.2024 14:30 - 09.03.2024 14:45","25627","28212"
"09.03.2024 14:45 - 09.03.2024 15:00","25497","28000"
"09.03.2024 15:00 - 09.03.2024 15:15","25293","27816"
"09.03.2024 15:15 - 09.03.2024 15:30","25277","27380"
"09.03.2024 15:30 - 09.03.2024 15:45","25330","27076"
"09.03.2024 15:45 - 09.03.2024 16:00","25443","27012"
"09.03.2024 16:00 - 09.03.2024 16:15","25539","26748"
"09.03.2024 16:15 - 09.03.2024 16:30","25733","26880"
"09.03.2024 16:30 - 09.03.2024 16:45","25952","26792"
"09.03.2024 16:45 - 09.03.2024 17:00","26211","26700"
"09.03.2024 17:00 - 09.03.2024 17:15","26392","26844"
"09.03.2024 17:15 - 09.03.2024 17:30","26783","27108"
"09.03.2024 17:30 - 09.03.2024 17:45","27257","27308"
"09.03.2024 17:45 - 09.03.2024 18:00","27779","27684"
"09.03.2024 18:00 - 09.03.2024 18:15","28433","28016"
"09.03.2024 18:15 - 09.03.2024 18:30","28911","28612"
"09.03.2024 18:30 - 09.03.2024 18:45","29305","29380"
"09.03.2024 18:45 - 09.03.2024 19:00","29617","30052"
"09.03.2024 19:00 - 09.03.2024 19:15","29990","30432"
"09.03.2024 19:15 - 09.03.2024 19:30","30171","30476"
"09.03.2024 19:30 - 09.03.2024 19:45","30297","30864"
"09.03.2024 19:45 - 09.03.2024 20:00","30342","30940"
"09.03.2024 20:00 - 09.03.2024 20:15","30568","30932"
"09.03.2024 20:15 - 09.03.2024 20:30","30354","31148"
"09.03.2024 20:30 - 09.03.2024 20:45","29976","30900"
"09.03.2024 20:45 - 09.03.2024 21:00","29470","30460"
"09.03.2024 21:00 - 09.03.2024 21:15","28935","29864"
"09.03.2024 21:15 - 09.03.2024 21:30","28321","29196"
"09.03.2024 21:30 - 09.03.2024 21:45","27722","28628"
"09.03.2024 21:45 - 09.03.2024 22:00","27143","27840"
"09.03.2024 22:00 - 09.03.2024 22:15","26567","27420"
"09.03.2024 22:15 - 09.03.2024 22:30","26027","26804"
"09.03.2024 22:30 - 09.03.2024 22:45","25506","26132"
"09.03.2024 22:45 - 09.03.2024 23:00","25003","25704"
"09.03.2024 23:00 - 09.03.2024 23:15","24666","25252"
"09.03.2024 23:15 - 09.03.2024 23:30","24154","24684"
"09.03.2024 23:30 - 09.03.2024 23:45","23661","24208"
"09.03.2024 23:45 - 10.03.2024 00:00","23191","23864"
"10.03.2024 00:00 - 10.03.2024 00:15","22692","23176"
"10.03.2024 00:15 - 10.03.2024 00:30","22289","22440"
"10.03.2024 00:30 - 10.03.2024 00:45","21925","22056"
"10.03.2024 00:45 - 10.03.2024 01:00","21603","21728"
"10.03.2024 01:00 - 10.03.2024 01:15","21254","21432"
"10.03.2024 01:15 - 10.03.2024 01:30","21008","21032"
"10.03.2024 01:30 - 10.03.2024 01:45","20798","20704"
"10.03.2024 01:45 - 10.03.2024 02:00","20618","20552"
"10.03.2024 02:00 - 10.03.2024 02:15","20430","20424"
"10.03.2024 02:15 - 10.03.2024 02:30","20293","20084"
"10.03.2024 02:30 - 10.03.2024 02:45","20171","20008"
"10.03.2024 02:45 - 10.03.2024 03:00","20067","19904"
"10.03.2024 03:00 - 10.03.2024 03:15","19928","19748"
"10.03.2024 03:15 - 10.03.2024 03:30","19874","19708"
"10.03.2024 03:30 - 10.03.2024 03:45","19852","19760"
"10.03.2024 03:45 - 10.03.2024 04:00","19862","19784"
"10.03.2024 04:00 - 10.03.2024 04:15","19844","19608"
"10.03.2024 04:15 - 10.03.2024 04:30","19918","19612"
"10.03.2024 04:30 - 10.03.2024 04:45","20023","19596"
"10.03.2024 04:45 - 10.03.2024 05:00","20148","19748"
"10.03.2024 05:00 - 10.03.2024 05:15","20294","19756"
"10.03.2024 05:15 - 10.03.2024 05:30","20424","20044"
"10.03.2024 05:30 - 10.03.2024 05:45","20542","20292"
"10.03.2024 05:45 - 10.03.2024 06:00","20653","20480"
"10.03.2024 06:00 - 10.03.2024 06:15","20741","20588"
"10.03.2024 06:15 - 10.03.2024 06:30","20860","20788"
"10.03.2024 06:30 - 10.03.2024 06:45","20995","20752"
"10.03.2024 06:45 - 10.03.2024 07:00","21160","20640"
"10.03.2024 07:00 - 10.03.2024 07:15","21257","20784"
"10.03.2024 07:15 - 10.03.2024 07:30","21520","20932"
"10.03.2024 07:30 - 10.03.2024 07:45","21848","21240"
"10.03.2024 07:45 - 10.03.2024 08:00","22231","21468"
"10.03.2024 08:00 - 10.03.2024 08:15","22641","22036"
"10.03.2024 08:15 - 10.03.2024 08:30","23086","22428"
"10.03.2024 08:30 - 10.03.2024 08:45","23535","22764"
"10.03.2024 08:45 - 10.03.2024 09:00","23961","23240"
"10.03.2024 09:00 - 10.03.2024 09:15","24525","23632"
"10.03.2024 09:15 - 10.03.2024 09:30","24812","23904"
"10.03.2024 09:30 - 10.03.2024 09:45","24990","23904"
"10.03.2024 09:45 - 10.03.2024 10:00","25077","23972"
"10.03.2024 10:00 - 10.03.2024 10:15","25152","24008"
"10.03.2024 10:15 - 10.03.2024 10:30","25138","24000"
"10.03.2024 10:30 - 10.03.2024 10:45","25114","23980"
"10.03.2024 10:45 - 10.03.2024 11:00","25097","24220"
"10.03.2024 11:00 - 10.03.2024 11:15","25017","24200"
"10.03.2024 11:15 - 10.03.2024 11:30","25065","24192"
"10.03.2024 11:30 - 10.03.2024 11:45","25164","24384"
"10.03.2024 11:45 - 10.03.2024 12:00","25308","24472"
"10.03.2024 12:00 - 10.03.2024 12:15","25472","24684"
"10.03.2024 12:15 - 10.03.2024 12:30","25664","24868"
"10.03.2024 12:30 - 10.03.2024 12:45","25857","25092"
"10.03.2024 12:45 - 10.03.2024 13:00","26008","25280"
"10.03.2024 13:00 - 10.03.2024 13:15","26343","25404"
"10.03.2024 13:15 - 10.03.2024 13:30","26275","25372"
"10.03.2024 13:30 - 10.03.2024 13:45","26047","25076"
"10.03.2024 13:45 - 10.03.2024 14:00","25710","24696"
"10.03.2024 14:00 - 10.03.2024 14:15","25241","24300"
"10.03.2024 14:15 - 10.03.2024 14:30","24904","24072"
"10.03.2024 14:30 - 10.03.2024 14:45","24658","23656"
"10.03.2024 14:45 - 10.03.2024 15:00","24501","23552"
"10.03.2024 15:00 - 10.03.2024 15:15","24317","23400"
"10.03.2024 15:15 - 10.03.2024 15:30","24284","23300"
"10.03.2024 15:30 - 10.03.2024 15:45","24288","23076"
"10.03.2024 15:45 - 10.03.2024 16:00","24331","23196"
"10.03.2024 16:00 - 10.03.2024 16:15","24315","23236"
"10.03.2024 16:15 - 10.03.2024 16:30","24447","23588"
"10.03.2024 16:30 - 10.03.2024 16:45","24633","23544"
"10.03.2024 16:45 - 10.03.2024 17:00","24891","23672"
"10.03.2024 17:00 - 10.03.2024 17:15","25032","24344"
"10.03.2024 17:15 - 10.03.2024 17:30","25498","24756"
"10.03.2024 17:30 - 10.03.2024 17:45","26089","25256"
"10.03.2024 17:45 - 10.03.2024 18:00","26763","25628"
"10.03.2024 18:00 - 10.03.2024 18:15","27588","26140"
"10.03.2024 18:15 - 10.03.2024 18:30","28259","27116"
"10.03.2024 18:30 - 10.03.2024 18:45","28851","28276"
"10.03.2024 18:45 - 10.03.2024 19:00","29352","29048"
"10.03.2024 19:00 - 10.03.2024 19:15","29980","29576"
"10.03.2024 19:15 - 10.03.2024 19:30","30289","29992"
"10.03.2024 19:30 - 10.03.2024 19:45","30493","30432"
"10.03.2024 19:45 - 10.03.2024 20:00","30575","30676"
"10.03.2024 20:00 - 10.03.2024 20:15","30834","30936"
"10.03.2024 20:15 - 10.03.2024 20:30","30615","30924"
"10.03.2024 20:30 - 10.03.2024 20:45","30228","30816"
"10.03.2024 20:45 - 10.03.2024 21:00","29707","30356"
"10.03.2024 21:00 - 10.03.2024 21:15","29175","29812"
"10.03.2024 21:15 - 10.03.2024 21:30","28524","29304"
"10.03.2024 21:30 - 10.03.2024 21:45","27870","28736"
"10.03.2024 21:45 - 10.03.2024 22:00","27227","28128"
"10.03.2024 22:00 - 10.03.2024 22:15","26582","27608"
"10.03.2024 22:15 - 10.03.2024 22:30","25971","26744"
"10.03.2024 22:30 - 10.03.2024 22:45","25382","26080"
"10.03.2024 22:45 - 10.03.2024 23:00","24821","25336"
"10.03.2024 23:00 - 10.03.2024 23:15","24441","24848"
"10.03.2024 23:15 - 10.03.2024 23:30","23925","24308"
"10.03.2024 23:30 - 10.03.2024 23:45","23438","23844"
"10.03.2024 23:45 - 11.03.2024 00:00","22987","23416"
"11.03.2024 00:00 - 11.03.2024 00:15","22494","22932"
"11.03.2024 00:15 - 11.03.2024 00:30","22135","22624"
"11.03.2024 00:30 - 11.03.2024 00:45","21828","22360"
"11.03.2024 00:45 - 11.03.2024 01:00","21570","22088"
"11.03.2024 01:00 - 11.03.2024 01:15","21291","21732"
"11.03.2024 01:15 - 11.03.2024 01:30","21108","21612"
"11.03.2024 01:30 - 11.03.2024 01:45","20955","21428"
"11.03.2024 01:45 - 11.03.2024 02:00","20832","21220"
"11.03.2024 02:00 - 11.03.2024 02:15","20671","21052"
"11.03.2024 02:15 - 11.03.2024 02:30","20618","20988"
"11.03.2024 02:30 - 11.03.2024 02:45","20603","20980"
"11.03.2024 02:45 - 11.03.2024 03:00","20620","21008"
"11.03.2024 03:00 - 11.03.2024 03:15","20612","20824"
"11.03.2024 03:15 - 11.03.2024 03:30","20673","21012"
"11.03.2024 03:30 - 11.03.2024 03:45","20754","20944"
"11.03.2024 03:45 - 11.03.2024 04:00","20897","21044"
"11.03.2024 04:00 - 11.03.2024 04:15","20827","21000"
"11.03.2024 04:15 - 11.03.2024 04:30","21239","21592"
"11.03.2024 04:30 - 11.03.2024 04:45","21846","21928"
"11.03.2024 04:45 - 11.03.2024 05:00","22627","22164"
"11.03.2024 05:00 - 11.03.2024 05:15","23453","22792"
"11.03.2024 05:15 - 11.03.2024 05:30","24469","24240"
"11.03.2024 05:30 - 11.03.2024 05:45","25546","25152"
"11.03.2024 05:45 - 11.03.2024 06:00","26629","26100"
"11.03.2024 06:00 - 11.03.2024 06:15","27992","27160"
"11.03.2024 06:15 - 11.03.2024 06:30","28921","28640"
"11.03.2024 06:30 - 11.03.2024 06:45","29690","29780"
"11.03.2024 06:45 - 11.03.2024 07:00","30301","30324"
"11.03.2024 07:00 - 11.03.2024 07:15","31034","30788"
"11.03.2024 07:15 - 11.03.2024 07:30","31376","31328"
"11.03.2024 07:30 - 11.03.2024 07:45","31602","31632"
"11.03.2024 07:45 - 11.03.2024 08:00","31726","31552"
"11.03.2024 08:00 - 11.03.2024 08:15","31901","31164"
"11.03.2024 08:15 - 11.03.2024 08:30","31860","30928"
"11.03.2024 08:30 - 11.03.2024 08:45","31755","30844"
"11.03.2024 08:45 - 11.03.2024 09:00","31601","30868"
"11.03.2024 09:00 - 11.03.2024 09:15","31438","30584"
"11.03.2024 09:15 - 11.03.2024 09:30","31231","30176"
"11.03.2024 09:30 - 11.03.2024 09:45","31020","29896"
"11.03.2024 09:45 - 11.03.2024 10:00","30822","29888"
"11.03.2024 10:00 - 11.03.2024 10:15","30558","29736"
"11.03.2024 10:15 - 11.03.2024 10:30","30434","29328"
"11.03.2024 10:30 - 11.03.2024 10:45","30367","29200"
"11.03.2024 10:45 - 11.03.2024 11:00","30350","29120"
"11.03.2024 11:00 - 11.03.2024 11:15","30338","29040"
"11.03.2024 11:15 - 11.03.2024 11:30","30377","28728"
"11.03.2024 11:30 - 11.03.2024 11:45","30424","28668"
"11.03.2024 11:45 - 11.03.2024 12:00","30458","28732"
"11.03.2024 12:00 - 11.03.2024 12:15","30570","28816"
"11.03.2024 12:15 - 11.03.2024 12:30","30519","28768"
"11.03.2024 12:30 - 11.03.2024 12:45","30402","28936"
"11.03.2024 12:45 - 11.03.2024 13:00","30236","28888"
"11.03.2024 13:00 - 11.03.2024 13:15","30032","28800"
"11.03.2024 13:15 - 11.03.2024 13:30","29847","28664"
"11.03.2024 13:30 - 11.03.2024 13:45","29686","28684"
"11.03.2024 13:45 - 11.03.2024 14:00","29548","28704"
